date,lake,sediment
2021-01-22,Lake Fryxell,0.3527078332751991
2021-01-22,Lake Hoare,0.21647433176636688
2021-01-22,East Lake Bonney,0.42919227682054056
2021-01-22,West Lake Bonney,0.4265366937220093
2021-02-01,Lake Fryxell,0.36057971745729417
2021-02-01,Lake Hoare,0.22346539195626963
2021-02-01,East Lake Bonney,0.3826280952244999
2021-02-01,West Lake Bonney,0.4159371445327999
2021-10-31,Lake Fryxell,0.4072006640583275
2021-10-31,Lake Hoare,0.32966961890459057
2021-10-31,East Lake Bonney,0.2675751081854103
2021-10-31,West Lake Bonney,0.30791155897080896
2021-11-04,Lake Fryxell,0.4024633387476206
2021-11-04,Lake Hoare,0.3252717177569864
2021-11-04,East Lake Bonney,0.26654568456113314
2021-11-04,West Lake Bonney,0.30982785902917415
2021-11-09,Lake Fryxell,0.3737249151617289
2021-11-09,Lake Hoare,0.36426185593008975
2021-11-09,East Lake Bonney,0.2590399724245074
2021-11-09,West Lake Bonney,0.31175948657095415
2021-11-11,Lake Fryxell,0.39088530063629134
2021-11-11,Lake Hoare,0.32302880957722646
2021-11-11,East Lake Bonney,0.25974003009498103
2021-11-11,West Lake Bonney,0.31030794724822064
2021-11-15,Lake Fryxell,0.375350781455636
2021-11-15,Lake Hoare,NA
2021-11-15,East Lake Bonney,NA
2021-11-15,West Lake Bonney,NA
2021-11-20,Lake Fryxell,0.29611504137516004
2021-11-20,Lake Hoare,0.3028533529490231
2021-11-20,East Lake Bonney,0.25541849367320557
2021-11-20,West Lake Bonney,0.3079743036627767
2021-12-01,Lake Fryxell,0.4006934847682713
2021-12-01,Lake Hoare,NA
2021-12-01,East Lake Bonney,NA
2021-12-01,West Lake Bonney,NA
2021-12-02,Lake Fryxell,0.39176347285509106
2021-12-02,Lake Hoare,0.34471026044338937
2021-12-02,East Lake Bonney,0.29809381186962147
2021-12-02,West Lake Bonney,0.366013490408659
2021-12-04,Lake Fryxell,0.3806702494621277
2021-12-04,Lake Hoare,0.3466410513967277
2021-12-04,East Lake Bonney,0.32540193095803255
2021-12-04,West Lake Bonney,0.36026801981031886
2021-12-06,Lake Fryxell,0.34820453494787246
2021-12-06,Lake Hoare,0.34031224373728053
2021-12-06,East Lake Bonney,0.3201132799685002
2021-12-06,West Lake Bonney,0.39228453531861335
2021-12-08,Lake Fryxell,0.34288844235241384
2021-12-08,Lake Hoare,0.3547533433139324
2021-12-08,East Lake Bonney,0.3390331645309928
2021-12-08,West Lake Bonney,0.3973769379407169
2021-12-11,Lake Fryxell,0.3123552254587409
2021-12-11,Lake Hoare,0.40024050824344143
2021-12-11,East Lake Bonney,0.3533781506866217
2021-12-11,West Lake Bonney,0.3855311680585144
2021-12-18,Lake Fryxell,0.3887497331947086
2021-12-18,Lake Hoare,0.3308328774571418
2021-12-18,East Lake Bonney,0.3808129339665176
2021-12-18,West Lake Bonney,0.40172672644257545
2021-12-20,Lake Fryxell,0.3650677464902401
2021-12-20,Lake Hoare,0.3109726754575966
2021-12-20,East Lake Bonney,0.369990770444274
2021-12-20,West Lake Bonney,0.4051760011166337
2021-12-22,Lake Fryxell,0.3865037226676942
2021-12-22,Lake Hoare,0.3200630878657101
2021-12-22,East Lake Bonney,0.369237579256296
2021-12-22,West Lake Bonney,0.40833185911178577
2021-12-24,Lake Fryxell,0.3801196102052925
2021-12-24,Lake Hoare,0.3262678274884819
2021-12-24,East Lake Bonney,0.3796760035306215
2021-12-24,West Lake Bonney,0.378934088498354
2022-01-05,Lake Fryxell,0.422967838868499
2022-01-05,Lake Hoare,0.4009674129635094
2022-01-05,East Lake Bonney,0.3882181999087334
2022-01-05,West Lake Bonney,0.4842200037837029
2022-01-07,Lake Fryxell,0.4022739342600107
2022-01-07,Lake Hoare,0.3771287886425855
2022-01-07,East Lake Bonney,0.36171371161937743
2022-01-07,West Lake Bonney,0.44072872444987327
2022-01-12,Lake Fryxell,0.4506377719342707
2022-01-12,Lake Hoare,0.43097973503172426
2022-01-12,East Lake Bonney,0.34721547789871676
2022-01-12,West Lake Bonney,0.4093525367230177
2022-01-14,Lake Fryxell,0.4350028785318138
2022-01-14,Lake Hoare,0.42529455281794104
2022-01-14,East Lake Bonney,0.3460862766206264
2022-01-14,West Lake Bonney,0.41257521584630025
2022-01-16,Lake Fryxell,0.4138987593352796
2022-01-16,Lake Hoare,0.4026117368787529
2022-01-16,East Lake Bonney,0.34397939749062045
2022-01-16,West Lake Bonney,0.404559982717037
2022-01-19,Lake Fryxell,0.37524952903389913
2022-01-19,Lake Hoare,0.35391972906887537
2022-01-19,East Lake Bonney,0.31985318314284106
2022-01-19,West Lake Bonney,0.3655121877044439
2022-01-25,Lake Fryxell,0.34593482978641976
2022-01-25,Lake Hoare,0.3014326794818044
2022-01-25,East Lake Bonney,0.29963470391929126
2022-01-25,West Lake Bonney,0.3792515137046576
2022-01-28,Lake Fryxell,0.3511229497194293
2022-01-28,Lake Hoare,0.3061427083984017
2022-01-28,East Lake Bonney,0.31644363850355134
2022-01-28,West Lake Bonney,0.3887064343690871
2022-11-14,Lake Fryxell,0.3485587844997643
2022-11-14,Lake Hoare,0.44611742377281205
2022-11-14,East Lake Bonney,0.2784269661456349
2022-11-14,West Lake Bonney,0.3858619259297849
2022-11-16,Lake Fryxell,0.33541945695877046
2022-11-16,Lake Hoare,0.3861622970551251
2022-11-16,East Lake Bonney,0.275763121023774
2022-11-16,West Lake Bonney,0.36600694946944684
2022-11-18,Lake Fryxell,0.29045147761702544
2022-11-18,Lake Hoare,NA
2022-11-18,East Lake Bonney,NA
2022-11-18,West Lake Bonney,NA
2022-11-19,Lake Fryxell,0.28640967771410925
2022-11-19,Lake Hoare,0.32985085546970355
2022-11-19,East Lake Bonney,0.2702628886699677
2022-11-19,West Lake Bonney,0.3807912319153547
2022-11-21,Lake Fryxell,0.25737055212259297
2022-11-21,Lake Hoare,0.2667113624513149
2022-11-21,East Lake Bonney,0.26265190780162795
2022-11-21,West Lake Bonney,0.37338422305881974
2022-11-23,Lake Fryxell,0.29357768230140213
2022-11-23,Lake Hoare,0.302290721386671
2022-11-23,East Lake Bonney,0.28286201156675833
2022-11-23,West Lake Bonney,0.35827006183564647
2022-11-28,Lake Fryxell,0.3144224912673235
2022-11-28,Lake Hoare,0.3810602686554193
2022-11-28,East Lake Bonney,0.2939514058083294
2022-11-28,West Lake Bonney,0.3688032638281583
2022-12-04,Lake Fryxell,0.3084916569292547
2022-12-04,Lake Hoare,NA
2022-12-04,East Lake Bonney,NA
2022-12-04,West Lake Bonney,NA
2022-12-05,Lake Fryxell,0.2921869198232891
2022-12-05,Lake Hoare,0.3558040633052587
2022-12-05,East Lake Bonney,0.3495486743748189
2022-12-05,West Lake Bonney,0.4185994210839271
2022-12-11,Lake Fryxell,0.3744761389493945
2022-12-11,Lake Hoare,0.3458675073832275
2022-12-11,East Lake Bonney,0.35247755430638794
2022-12-11,West Lake Bonney,0.4371473053097728
2022-12-16,Lake Fryxell,0.3874807585775855
2022-12-16,Lake Hoare,0.400251416824758
2022-12-16,East Lake Bonney,0.3969351063668727
2022-12-16,West Lake Bonney,0.45679054394364343
2022-12-18,Lake Fryxell,0.3815660116076469
2022-12-18,Lake Hoare,0.40203001018613577
2022-12-18,East Lake Bonney,0.39569812312722236
2022-12-18,West Lake Bonney,0.46887173682451244
2023-01-01,Lake Fryxell,0.28501717239618285
2023-01-01,Lake Hoare,0.34173146747052663
2023-01-01,East Lake Bonney,0.36507669791579217
2023-01-01,West Lake Bonney,0.4630127003788947
2023-01-03,Lake Fryxell,0.36469907552003855
2023-01-03,Lake Hoare,0.3907985487580299
2023-01-03,East Lake Bonney,0.3753399369865654
2023-01-03,West Lake Bonney,0.4549889759719375
2023-01-10,Lake Fryxell,0.35914155945181836
2023-01-10,Lake Hoare,0.37537944234907616
2023-01-10,East Lake Bonney,0.34722463481128196
2023-01-10,West Lake Bonney,0.43360060825943947
2023-01-15,Lake Fryxell,0.3715003902465105
2023-01-15,Lake Hoare,0.4243113134056328
2023-01-15,East Lake Bonney,0.33942747041583077
2023-01-15,West Lake Bonney,0.41239080503582937
2023-01-22,Lake Fryxell,0.3625762026757001
