date,lake,sediment
2021-12-22,East Lake Bonney,0.4679176630417342
2021-12-22,Lake Hoare,0.2872066743554642
2021-12-22,Lake Fryxell,0.16695480823862363
2021-12-22,West Lake Bonney,0.5512630525684465
2021-12-24,East Lake Bonney,0.3306005769257938
2021-12-24,Lake Hoare,0.280427879692866
2021-12-24,Lake Fryxell,0.1908395393976749
2021-12-24,West Lake Bonney,0.5057630596464645
2022-01-05,East Lake Bonney,0.47500663102109286
2022-01-05,Lake Hoare,0.253546378816524
2022-01-05,Lake Fryxell,0.13132417709646604
2022-01-05,West Lake Bonney,0.5580177355495499
2022-01-07,East Lake Bonney,0.45425783361437083
2022-01-07,Lake Hoare,0.24834164388424318
2022-01-07,Lake Fryxell,0.1558486721581089
2022-01-07,West Lake Bonney,0.5386527315190581
2022-01-12,East Lake Bonney,0.5506975803097924
2022-01-12,Lake Hoare,0.2677585649650418
2022-01-12,Lake Fryxell,0.153187778128556
2022-01-12,West Lake Bonney,0.5844425028829288
2022-01-14,East Lake Bonney,0.5018628907559393
2022-01-14,Lake Hoare,0.24984153272148185
2022-01-14,Lake Fryxell,0.1511865037195059
2022-01-14,West Lake Bonney,0.555399420372484
2022-01-16,East Lake Bonney,0.4689063941645107
2022-01-16,Lake Hoare,0.2450423573537897
2022-01-16,Lake Fryxell,0.15267445876431768
2022-01-16,West Lake Bonney,0.54535487342103
2022-01-19,East Lake Bonney,0.5073151956301827
2022-01-19,Lake Hoare,0.23924865986129287
2022-01-19,Lake Fryxell,0.1553741673127382
2022-01-19,West Lake Bonney,0.5802349348044373
2022-01-25,East Lake Bonney,0.4617771741999376
2022-01-25,Lake Hoare,0.27324526594004306
2022-01-25,Lake Fryxell,0.16389233165758726
2022-01-25,West Lake Bonney,0.4644785632723644
2022-01-28,East Lake Bonney,0.4276715235488684
2022-01-28,Lake Hoare,0.2764397441114427
2022-01-28,Lake Fryxell,0.16612019229173336
2022-01-28,West Lake Bonney,0.5671061546479877
2022-11-14,East Lake Bonney,0.5902945168336723
2022-11-14,Lake Hoare,0.18066387862950142
2022-11-14,Lake Fryxell,0.1261175111726064
2022-11-14,West Lake Bonney,0.5795946136888362
2022-11-16,East Lake Bonney,0.6115604654624528
2022-11-16,Lake Hoare,0.23662924595630516
2022-11-16,Lake Fryxell,0.12121662945169093
2022-11-16,West Lake Bonney,0.5826942824067943
2022-11-18,East Lake Bonney,NA
2022-11-18,Lake Hoare,0.967554816594839
2022-11-18,Lake Fryxell,0.14907918368816536
2022-11-18,West Lake Bonney,NA
2022-11-19,East Lake Bonney,0.505790001511751
2022-11-19,Lake Hoare,0.2493746525541585
2022-11-19,Lake Fryxell,0.1553770934813952
2022-11-19,West Lake Bonney,0.5399959655962258
2022-11-21,East Lake Bonney,0.47217948173219865
2022-11-21,Lake Hoare,0.2621402283775439
2022-11-21,Lake Fryxell,0.15458435623428005
2022-11-21,West Lake Bonney,0.5187050846793372
2022-11-23,East Lake Bonney,0.537304308425766
2022-11-23,Lake Hoare,0.2608908247228716
2022-11-23,Lake Fryxell,0.17882017738425204
2022-11-23,West Lake Bonney,0.564033336398742
2022-11-28,East Lake Bonney,0.5010118226840904
2022-11-28,Lake Hoare,0.21828438135685016
2022-11-28,Lake Fryxell,0.1485169169295822
2022-11-28,West Lake Bonney,0.5142046130464965
2022-12-04,East Lake Bonney,NA
2022-12-04,Lake Hoare,0.5686531433738059
2022-12-04,Lake Fryxell,0.20984171169106922
2022-12-04,West Lake Bonney,NA
2022-12-05,East Lake Bonney,0.42831445986315114
2022-12-05,Lake Hoare,0.2643276438294216
2022-12-05,Lake Fryxell,0.23356844147941572
2022-12-05,West Lake Bonney,0.5240844210320952
2022-12-11,East Lake Bonney,0.5427173410096936
2022-12-11,Lake Hoare,0.38219155324316345
2022-12-11,Lake Fryxell,0.16156877558850108
2022-12-11,West Lake Bonney,0.5684012409815671
2022-12-16,East Lake Bonney,0.43800582773034186
2022-12-16,Lake Hoare,0.26997026476242003
2022-12-16,Lake Fryxell,0.14330014493998625
2022-12-16,West Lake Bonney,0.541238252755651
2022-12-18,East Lake Bonney,0.43825439332973853
2022-12-18,Lake Hoare,0.26920824728467335
2022-12-18,Lake Fryxell,0.1519635662794405
2022-12-18,West Lake Bonney,0.5289880876851721
2023-01-01,East Lake Bonney,0.4466948241431762
2023-01-01,Lake Hoare,0.28337054694470504
2023-01-01,Lake Fryxell,0.23761790024553123
2023-01-01,West Lake Bonney,0.5569856711263711
2023-01-03,East Lake Bonney,0.4279689490243503
2023-01-03,Lake Hoare,0.2791549993736254
2023-01-03,Lake Fryxell,0.18167652621085895
2023-01-03,West Lake Bonney,0.5207878452794529
2023-01-10,East Lake Bonney,0.4697523633170373
2023-01-10,Lake Hoare,0.2843843310584968
2023-01-10,Lake Fryxell,0.17605614454950666
